,feat
3676,people real
3677,a giving
3678,happens what
3679,dreams of
3680,of path
3681,call the
3682,", crass"
3683,ready to
3684,a point
3685,. stuff
3686,and beautiful
3687,about growing
3688,'s cho
3689,of weight
3690,", around"
3691,by that
3692,feeling of
3693,n't offer
3694,an at
3695,", confused"
3696,production values
3697,this movie
3698,a pair
3699,pieces set
3700,history the
3701,now right
3702,the toilet
3703,and soul
3704,'s heart
3705,. laughs
3706,", filmmaking"
3707,. scenes
3708,. dull
3709,again never
3710,be only
3711,", subtle"
3712,skin your
3713,the toward
3714,a stand
3715,picture that
3716,a vivid
3717,all three
3718,and still
3719,a level
3720,", weak"
3721,been better
3722,its parts
3723,emotional more
3724,and change
3725,funny moments
3726,of passion
3727,`` about
3728,get on
3729,", mesmerizing"
3730,bullock and
3731,", special"
3732,good to
3733,and words
3734,", longing"
3735,be so
3736,my own
3737,be probably
3738,a moment
3739,an intense
3740,here to
3741,general in
3742,", american"
3743,", michael"
3744,for people
3745,of sight
3746,on them
3747,night shyamalan
3748,balance to
3749,learn to
3750,of seeing
3751,nothing short
3752,bruce willis
3753,it say
3754,'s amy
3755,dass ram
3756,of tension
3757,about movies
3758,need you
3759,fresh or
3760,movie teen
3761,be better
3762,as movies
3763,and best
3764,hero the
3765,notion that
3766,'ve never
3767,sade de
3768,and true
3769,if we
3770,", vibrant"
3771,is picture
3772,and biting
3773,american in
3774,a gorgeous
3775,and here
3776,form to
3777,its share
3778,interesting than
3779,and hopeful
3780,its make
3781,name the
3782,", subject"
3783,a boring
3784,be had
3785,talents the
3786,of talents
3787,ground the
3788,expect to
3789,who wrote
3790,release theatrical
3791,a taking
3792,and clumsy
3793,of reminiscent
3794,especially when
3795,we when
3796,live night
3797,of trace
3798,order to
3799,a reasonably
3800,for us
3801,an entire
3802,hear to
3803,some truly
3804,dark humor
3805,angel an
3806,fingered got
3807,central the
3808,a week
3809,for love
3810,and occasionally
3811,", originality"
3812,disney the
3813,far so
3814,and smiles
3815,less the
3816,imax in
3817,also the
3818,being for
3819,film makes
3820,b movie
3821,a monster
3822,the weight
3823,. people
3824,a familiar
3825,loads of
3826,idea that
3827,and humour
3828,and daring
3829,ending happy
3830,addition to
3831,time of
3832,' spears
3833,might want
3834,a sane
3835,", false"
3836,carpenter john
3837,her or
3838,for laughs
3839,hour one
3840,correctness political
3841,could ever
3842,also one
3843,'s actually
3844,formula the
3845,", women"
3846,the tiny
3847,if wonder
3848,", endearing"
3849,destruction of
3850,due to
3851,'s love
3852,end to
3853,doses of
3854,a were
3855,", lost"
3856,ought to
3857,and star
3858,are few
3859,it more
3860,take the
3861,any from
3862,' movies
3863,grey the
3864,in performance
3865,as predictable
3866,'s `
3867,in succeeds
3868,-- characters
3869,'s emperor
3870,is script
3871,a weak
3872,", unfunny"
3873,ever movie
3874,in to
3875,style that
3876,mildly only
3877,fully to
3878,a many
3879,may you
3880,and political
3881,the wife
3882,and murky
3883,animal house
3884,sum of
3885,", young"
3886,in lies
3887,a creates
3888,almost as
3889,away in
3890,another in
3891,life like
3892,spend to
3893,is made
3894,could make
3895,to wit
3896,'s almost
3897,pitfalls the
3898,characters interesting
3899,and twisted
3900,of spectacle
3901,easy for
3902,rush to
3903,and devoid
3904,likely more
3905,and charisma
3906,and new
3907,comedy teen
3908,affleck ben
3909,a over
3910,a large
3911,charlie kaufman
3912,for taste
3913,place takes
3914,and artifice
3915,folks who
3916,movie star
3917,", through"
3918,storytelling the
3919,between them
3920,and cutting
3921,", inspiring"
3922,", loyalty"
3923,has one
3924,and derivative
3925,accessible and
3926,a essentially
3927,mind of
3928,it worth
3929,beginning to
3930,this world
3931,-rrb- better
3932,levels of
3933,giving it
3934,time what
3935,clear that
3936,these women
3937,", him"
3938,flashes of
3939,a bright
3940,-- an
3941,farrelly the
3942,a creative
3943,a got
3944,her into
3945,four of
3946,and intriguing
3947,artificial as
3948,bad that
3949,atlantic the
3950,'s three
3951,lion the
3952,and strength
3953,be playing
3954,hollywood that
3955,his that
3956,", lifeless"
3957,and exciting
3958,have they
3959,a kick
3960,to video
3961,imagination the
3962,it wrote
3963,about our
3964,menace of
3965,less like
3966,", urine"
3967,happiness to
3968,but none
3969,a reading
3970,dogs snow
3971,'s actor
3972,'s very
3973,and subject
3974,' but
3975,a which
3976,about films
3977,and another
3978,being up
3979,be still
3980,'s face
3981,and sentimentality
3982,and has
3983,and memories
3984,and boys
3985,a strikes
3986,' i
3987,at time
3988,-- like
3989,of pair
3990,", first"
3991,actor the
3992,and storytelling
3993,", passionate"
3994,come n't
3995,around in
3996,'s screenplay
3997,and offensive
3998,", piece"
3999,every turn
4000,but then
4001,because but
4002,american and
4003,message the
4004,", wry"
4005,... in
4006,essence the
4007,", pictures"
4008,", formula"
4009,on short
4010,funny really
4011,a playful
4012,pick up
4013,after an
4014,", vivid"
4015,painful to
4016,a given
4017,crimes high
4018,'s everyone
4019,master the
4020,be truly
4021,", old"
4022,not a
4023,also which
4024,city york
4025,about more
4026,. genre
4027,at but
4028,. this
4029,did what
4030,. either
4031,latest this
4032,of special
4033,emperor the
4034,such thing
4035,", enough"
4036,to unable
4037,and only
4038,fiction science
4039,", manipulative"
4040,", creepy"
4041,is much
4042,` called
4043,", crowd"
4044,better film
4045,and strange
4046,stuff the
4047,only with
4048,", eye"
4049,and connect
4050,and have
4051,and vitality
4052,children of
4053,difference the
4054,an unlikely
4055,good really
4056,to travel
4057,drag in
4058,to wait
4059,good thing
4060,better suited
4061,than that
4062,'s seagal
4063,into their
4064,enough long
4065,and performance
4066,hearts the
4067,in themselves
4068,making them
4069,'s rare
4070,'s monster
4071,and goofy
4072,", n't"
4073,god of
4074,film great
4075,it works
4076,direction of
4077,air fresh
4078,out starts
4079,'s parker
4080,feel good
4081,a subculture
4082,up wind
4083,in were
4084,good no
4085,", preposterous"
4086,journey the
4087,jokes the
4088,of subject
4089,as subtle
4090,and overwrought
4091,film school
4092,", haphazard"
4093,. not
4094,bad idea
4095,manages still
4096,how you
4097,and slapstick
4098,benigni roberto
4099,get in
4100,focus on
4101,care really
4102,and mind
4103,they thought
4104,", anger"
4105,for possible
4106,was written
4107,of problems
4108,`` as
4109,de tour
4110,out plays
4111,american most
4112,about know
4113,on people
4114,as often
4115,epic of
4116,get out
4117,on works
4118,guy who
4119,attention our
4120,a screenwriter
4121,aware is
4122,a reason
4123,horror movies
4124,narrative of
4125,'s shakespeare
4126,it offers
4127,many things
4128,a common
4129,actors his
4130,compelling story
4131,enjoy the
4132,", cheap"
4133,better is
4134,keeps you
4135,might who
4136,an example
4137,", knows"
4138,short story
4139,. moments
4140,and violent
4141,associated with
4142,thriller with
4143,'s let
4144,the urge
4145,performances solid
4146,a convincing
4147,were you
4148,by people
4149,laughter of
4150,", hand"
4151,", offensive"
4152,swallow to
4153,its titular
4154,'s joan
4155,", brilliant"
4156,protagonists the
4157,knowledge of
4158,do not
4159,days of
4160,combined with
4161,space station
4162,everyone that
4163,high the
4164,you can
4165,'s simply
4166,and suffering
4167,-- comedy
4168,a both
4169,to witness
4170,take us
4171,follow the
4172,clever too
4173,and light
4174,"'s ,"
4175,and imagery
4176,so was
4177,players the
4178,a sort
4179,film than
4180,on television
4181,wanting you
4182,overcome to
4183,film new
4184,a role
4185,con the
4186,", heartwarming"
4187,and self-conscious
4188,gone have
4189,of urban
4190,this way
4191,` this
4192,michael director
4193,and intense
4194,experiences of
4195,and son
4196,and subtlety
4197,", poorly"
4198,as conventional
4199,easier to
4200,animal the
4201,m. night
4202,and satire
4203,david and
4204,of place
4205,characters her
4206,", wonderful"
4207,funny or
4208,-rrb- for
4209,and quick
4210,by in
4211,generate to
4212,. dialogue
4213,", down"
4214,just who
4215,", also"
4216,a ``
4217,general the
4218,balance the
4219,more out
4220,'ll probably
4221,it seen
4222,energy the
4223,an exhilarating
4224,john director
4225,managed to
4226,along comes
4227,be something
4228,potential the
4229,stale the
4230,engaged in
4231,longest yard
4232,documentary the
4233,entertainment value
4234,rich the
4235,its moments
4236,how this
4237,and courage
4238,sort this
4239,be taken
4240,drama psychological
4241,fans or
4242,20th century
4243,a dream
4244,of underbelly
4245,`` on
4246,oscar nomination
4247,consequences the
4248,american film
4249,how is
4250,and weird
4251,a grand
4252,art as
4253,", sharp"
4254,and pathos
4255,", tears"
4256,as easily
4257,movie you
4258,ms. of
4259,", derivative"
4260,movie will
4261,a walk
4262,for metaphor
4263,of rhythm
4264,out playing
4265,'s happening
4266,", think"
4267,'s ana
4268,even less
4269,actually that
4270,about caring
4271,'s writer
4272,roles their
4273,its script
4274,has just
4275,roots the
4276,recent the
4277,soldiers were
4278,did they
4279,of sentimental
4280,a provide
4281,forgive to
4282,american beauty
4283,elizabeth hurley
4284,and timely
4285,man young
4286,of pleasures
4287,enjoy will
4288,and white
4289,grace of
4290,by simply
4291,", farts"
4292,necessarily not
4293,out turned
4294,just like
4295,pianist the
4296,. acting
4297,in short
4298,our own
4299,. history
4300,like some
4301,for reason
4302,show us
4303,of summer
4304,kid who
4305,its time
4306,a feature-length
4307,a perfectly
4308,be disappointed
4309,plot points
4310,film never
4311,but his
4312,comes that
4313,from us
4314,get this
4315,-rrb- in
4316,america of
4317,created has
4318,dedication to
4319,given have
4320,are at
4321,for responsible
4322,", acted"
4323,and duty
4324,! ''
4325,are both
4326,got to
4327,would you
4328,and sappy
4329,spader and
4330,of variety
4331,a tough
4332,minor miracle
4333,and intellectual
4334,", strange"
4335,'s self-conscious
4336,bride the
4337,compelling more
4338,mouth your
4339,seagal steven
4340,'' ?
4341,great movie
4342,period the
4343,a tired
4344,turn will
4345,produce to
4346,", go"
4347,an impressive
4348,puts that
4349,an institution
4350,`` they
4351,the why
4352,n't necessarily
4353,squeeze to
4354,and heartfelt
4355,jennifer lopez
4356,company of
4357,an uneasy
4358,dialogue of
4359,in story
4360,and crude
4361,", slapdash"
4362,' bad
4363,in thing
4364,tv special
4365,no such
4366,new no
4367,", hilarious"
4368,reap to
4369,a rare
4370,some sort
4371,", hey"
4372,a simply
4373,moment the
4374,earth on
4375,of popularity
4376,project this
4377,adventures the
4378,or whether
4379,men of
4380,and men
4381,of presence
4382,acting that
4383,age and
4384,design production
4385,any have
4386,told with
4387,between difference
4388,a sometimes
4389,in material
4390,", conventional"
4391,as might
4392,insight of
4393,beautifully shot
4394,between somewhere
4395,' in
4396,and horrifying
4397,", crippled"
4398,could they
4399,mystery of
4400,be when
4401,and sounds
4402,", overall"
4403,as watch
4404,because they
4405,aspect of
4406,", thought-provoking"
4407,push to
4408,a soft
4409,' this
4410,plot predictable
4411,but little
4412,can take
4413,gets to
4414,a gives
4415,denying no
4416,hook the
4417,deserves that
4418,a treat
4419,", absurd"
4420,two and
4421,have some
4422,", mad"
4423,screen television
4424,might otherwise
4425,my to
4426,'s polanski
4427,a waste
4428,and heartbreaking
4429,george lucas
4430,an find
4431,in picture
4432,", fresh"
4433,it tries
4434,any kind
4435,other reason
4436,know who
4437,", challenging"
4438,", boobs"
4439,piece the
4440,lee spike
4441,hype the
4442,like me
4443,is she
4444,for root
4445,comic timing
4446,document of
4447,on what
4448,", poignancy"
4449,a low-budget
4450,film you
4451,de force
4452,better off
4453,execution its
4454,human very
4455,heartache of
4456,detail to
4457,", stale"
4458,discovery of
4459,gags sight
4460,interesting subject
4461,and why
4462,seem that
4463,the wild
4464,a study
4465,", offering"
4466,an has
4467,record the
4468,of quiet
4469,plays that
4470,and vulgar
4471,and revelatory
4472,of production
4473,and people
4474,are which
4475,of old
4476,an era
4477,", cynical"
4478,", had"
4479,into out
4480,can one
4481,and easily
4482,first movie
4483,mr. of
4484,", hard"
4485,off pays
4486,for respect
4487,existence of
4488,by on
4489,'s here
4490,leaves that
4491,and brilliant
4492,a fair
4493,pleasure to
4494,element of
4495,odds the
4496,", potentially"
4497,", cheese"
4498,' girls
4499,actual an
4500,mainstream the
4501,takes you
4502,audience in
4503,`` that
4504,little this
4505,patience the
4506,'s eastwood
4507,care us
4508,or their
4509,", show"
4510,from you
4511,off starts
4512,result the
4513,seek to
4514,gay of
4515,little story
4516,disguise the
4517,change to
4518,by script
4519,as comedy
4520,overcome the
4521,collateral damage
4522,. women
4523,a slow
4524,an entertaining
4525,of star
4526,its sleeve
4527,is visually
4528,cobbled together
4529,news the
4530,of top
4531,and realism
4532,dullest the
4533,", profound"
4534,bad sign
4535,sell to
4536,", true"
4537,'s fun
4538,loud too
4539,and complicated
4540,is told
4541,drama with
4542,refusal to
4543,an exploration
4544,comedy is
4545,an excellent
4546,", can"
4547,grasp of
4548,a under
4549,away the
4550,being is
4551,. away
4552,and sick
4553,excitement the
4554,oscar winners
4555,required to
4556,", may"
4557,by comparison
4558,feeling that
4559,a feel-good
4560,of writer
4561,pretty woman
4562,can imagine
4563,their time
4564,how well
4565,and make
4566,credits end
4567,good idea
4568,", striking"
4569,drama family
4570,conduct safe
4571,memory of
4572,french cinema
4573,", intricate"
4574,and first
4575,great with
4576,'s time
4577,imax format
4578,anything that
4579,", hopeful"
4580,start the
4581,", half"
4582,date to
4583,and better
4584,is of
4585,marquis the
4586,cup of
4587,' to
4588,", modest"
4589,might we
4590,actors its
4591,its makes
4592,", moody"
4593,in living
4594,monty python
4595,effects that
4596,", wise"
4597,affection and
4598,film independent
4599,list the
4600,brand of
4601,caring worth
4602,life modern
4603,as fun
4604,observation of
4605,possibility the
4606,the translation
4607,get there
4608,everyone to
4609,", funnier"
4610,", tension"
4611,and execution
4612,", success"
4613,a lack
4614,things will
4615,of roots
4616,before he
4617,salton sea
4618,", video"
4619,and desire
4620,", exhilarating"
4621,giving the
4622,or something
4623,film narrative
4624,and thrills
4625,'s true
4626,", eloquent"
4627,itself too
4628,passion the
4629,along in
4630,", feces"
4631,beginning the
4632,'s company
4633,quite the
4634,", revolution"
4635,goldie hawn
4636,the virtues
4637,centuries two
4638,and jealousy
4639,prime the
4640,", kafka"
4641,a hard
4642,age ice
4643,movies other
4644,a horror
4645,and resonant
4646,had to
4647,that thriller
4648,makes this
4649,below the
4650,halfway through
4651,as disguised
4652,despite some
4653,effort that
4654,caught up
4655,the cast
4656,any without
4657,figure to
4658,of rip-off
4659,a hoot
4660,'s jaglom
4661,film its
4662,and intrigue
4663,for plenty
4664,", feeling"
4665,inventiveness its
4666,. compelling
4667,", middle"
4668,and structure
4669,but flawed
4670,. him
4671,badly so
4672,in lesson
4673,a woman
4674,even its
4675,connect with
4676,and everyone
4677,everyone from
4678,a stylish
4679,a collection
4680,and they
4681,check it
4682,consider to
4683,after all
4684,should we
4685,desperate for
4686,role title
4687,mark the
4688,. direction
4689,and fast
4690,-- at
4691,disguise of
4692,'s imagination
4693,a project
4694,belongs to
4695,silly than
4696,begins it
4697,like that
4698,she when
4699,eat to
4700,", life-affirming"
4701,-- sometimes
4702,'s version
4703,add n't
4704,condition human
4705,all these
4706,a straight
4707,because you
4708,and eyes
4709,simply too
4710,a full
4711,above its
4712,", debut"
4713,out sets
4714,sad the
4715,else to
4716,and mystery
4717,them watching
4718,'s kahlo
4719,", whether"
4720,hard on
4721,", revenge"
4722,film like
4723,'s kaufman
4724,", overblown"
4725,and full
4726,say the
4727,belongs in
4728,", intense"
4729,images the
4730,'s benigni
4731,long to
4732,enough is
4733,' burns
4734,audiences will
4735,'s two
4736,of pure
4737,", exciting"
4738,are ever
4739,kill to
4740,the from
4741,disney of
4742,fit to
4743,mothman prophecies
4744,'s family
4745,as better
4746,that thing
4747,succumbs to
4748,", picture"
4749,intensity the
4750,contemporary most
4751,as solid
4752,ever lived
4753,emotional impact
4754,as interesting
4755,saturday morning
4756,john malkovich
4757,", complete"
4758,on stage
4759,. care
4760,mix the
4761,as her
4762,its through
4763,a chuckle
4764,gentle humor
4765,of popcorn
4766,buddy movie
4767,'s viewer
4768,the understands
4769,different kind
4770,next time
4771,a trip
4772,easy no
4773,ca just
4774,as deep
4775,parents the
4776,", bright"
4777,he should
4778,a cult
4779,in rare
4780,compelling very
4781,'' they
4782,a glossy
4783,' dickens
4784,", humorous"
4785,he makes
4786,has taken
4787,a thing
4788,more silly
4789,new sides
4790,a trace
4791,afterthought an
4792,", skin"
4793,' wells
4794,", offbeat"
4795,charged with
4796,castro of
4797,even of
4798,` an
4799,while you
4800,case this
4801,bursts of
4802,watching while
4803,is quite
4804,'s rohmer
4805,", injuries"
4806,if she
4807,", importantly"
4808,", broad"
4809,how it
4810,are likely
4811,as close
4812,in theaters
4813,the thin
4814,and ups
4815,the that
4816,", gender"
4817,", graceless"
4818,another be
4819,", educational"
4820,old story
4821,", focused"
4822,of virtues
4823,french in
4824,considerable of
4825,anywhere else
4826,hate it
4827,give us
4828,and forth
4829,mystery science
4830,most that
4831,lets you
4832,drag to
4833,and emotions
4834,a routine
4835,audiences to
4836,and get
4837,a happy
4838,", tale"
4839,film other
4840,present the
4841,better even
4842,and good-natured
4843,emphasis on
4844,movies with
4845,-lrb- ...
4846,itself takes
4847,though it
4848,performances strong
4849,near the
4850,a feeling
4851,solondz todd
4852,as convincing
4853,", works"
4854,", pointless"
4855,", mr."
4856,movie where
4857,all we
4858,director to
4859,handle the
4860,", simply"
4861,lambs the
4862,interesting is
4863,did that
4864,'s ultimate
4865,dead the
4866,fantasy of
4867,films two
4868,and surprising
4869,as described
4870,", treasure"
4871,in steeped
4872,foreign policy
4873,and smug
4874,a damn
4875,atmosphere of
4876,off you
4877,but no
4878,a respectable
4879,", murder"
4880,capable of
4881,struggling to
4882,and magic
4883,a night
4884,business of
4885,", contemporary"
4886,", inc."
4887,alfred hitchcock
4888,their work
4889,manner that
4890,. thing
4891,of perspective
4892,", insulting"
4893,job the
4894,the problem
4895,least one
4896,son the
4897,realize that
4898,can say
4899,typical your
4900,in need
4901,falls flat
4902,having of
4903,", feature"
4904,a construct
4905,all without
4906,to yourself
4907,and meaning
4908,'s shyamalan
4909,all up
4910,genres of
4911,much on
4912,save to
4913,mere the
4914,in only
4915,i say
4916,and talent
4917,make not
4918,could who
4919,a fall
4920,and think
4921,a painful
4922,", brisk"
4923,great one
4924,much this
4925,coffee table
4926,long one
4927,back it
4928,fine the
4929,", dramatic"
4930,festival the
4931,", historical"
4932,all us
4933,. adults
4934,effects of
4935,of worth
4936,", things"
4937,his makes
4938,generally is
4939,other recent
4940,now the
4941,de robert
4942,joy of
4943,a sophisticated
4944,great of
4945,a ghost
4946,a bigger
4947,does who
4948,a generation
4949,home video
4950,much offer
4951,make sense
4952,' for
4953,anything is
4954,spectacle the
4955,", series"
4956,of substance
4957,serious some
4958,", nothing"
4959,benefit of
4960,itself of
4961,angels of
4962,meaning of
4963,children the
4964,'s broomfield
4965,destined to
4966,is rather
4967,material this
4968,a glorified
4969,full is
4970,a journey
4971,'s rowling
4972,keeps the
4973,amused by
4974,serves that
4975,spirit the
4976,and nuance
4977,did you
4978,", appalling"
4979,in others
4980,camera work
4981,box office
4982,i though
4983,a feast
4984,on shot
4985,brought to
4986,have it
4987,grow up
4988,complicated the
4989,can no
4990,in when
4991,and themselves
4992,new in
4993,a sucker
4994,allowed to
4995,a talented
4996,predictable too
4997,movie so
4998,", characterization"
4999,places the
5000,", convincing"
5001,thought you
5002,politics sexual
5003,creative the
5004,days glory
5005,fails it
5006,a lousy
5007,", meddles"
5008,classic cult
5009,touched by
5010,hang to
5011,gotten have
5012,joy the
5013,into turns
5014,subtitles the
5015,and schemes
5016,and risk
5017,ago centuries
5018,", yikes"
5019,", overplotted"
5020,", anne"
5021,an impact
5022,of source
5023,and modest
5024,a house
5025,", easily"
5026,of skin
5027,-rrb- an
5028,a heartfelt
5029,emotion of
5030,for room
5031,of recent
5032,and enjoy
5033,last summer
5034,and world
5035,any less
5036,cinema paradiso
5037,-- audience
5038,'s dawson
5039,been so
5040,finally has
5041,and mindless
5042,quest to
5043,. seen
5044,in time
5045,a conventional
5046,. down
5047,an episode
5048,polanski roman
5049,hollywood fantasies
5050,background the
5051,hand in
5052,the wonderful
5053,be considered
5054,. else
5055,possibly the
5056,and exaggerated
5057,been given
5058,intrigue political
5059,it or
5060,and thoughtfulness
5061,. there
5062,the values
5063,goes on
5064,'ll ever
5065,frank the
5066,and scary
5067,", tortured"
5068,in rich
5069,by undone
5070,stand up
5071,of parade
5072,girl good
5073,for her
5074,issue the
5075,and inept
5076,of relationships
5077,lips my
5078,good in
5079,of prospect
5080,coming-of-age tale
5081,'s surprisingly
5082,here is
5083,struggle the
5084,burn to
5085,better in
5086,issues the
5087,as pretentious
5088,it liked
5089,i guess
5090,home movie
5091,and off
5092,extreme the
5093,done that
5094,", average"
5095,deal good
5096,a sensitive
5097,rug the
5098,funny particularly
5099,. premise
5100,really who
5101,- doing-it-for
5102,film worst
5103,and dreary
5104,and determined
5105,'s creepy
5106,the who
5107,appeal will
5108,early of
5109,", soggy"
5110,its plot
5111,has she
5112,between war
5113,'s hero
5114,entirely not
5115,never seen
5116,", mind"
5117,opens today
5118,meaning the
5119,many more
5120,comedy slapstick
5121,except that
5122,from other
5123,hallmark a
5124,and photography
5125,by undercut
5126,-lrb- witherspoon
5127,which will
5128,for pay
5129,i when
5130,hollywood in
5131,a becoming
5132,", lives"
5133,disney classic
5134,makes one
5135,or three
5136,1 no.
5137,as fresh
5138,a maintains
5139,. plot
5140,for wait
5141,documentary that
5142,deuces wild
5143,often than
5144,stage the
5145,as was
5146,an it
5147,", experience"
5148,", lovely"
5149,bourne identity
5150,", mean"
5151,in making
5152,a passing
5153,worth your
5154,as feel
5155,a melodramatic
5156,good looks
5157,n't wait
5158,", uninteresting"
5159,'s bard
5160,five years
5161,events that
5162,bizarre the
5163,load of
5164,breath of
5165,for rooting
5166,intensity of
5167,'' -rrb-
5168,new nothing
5169,feature first
5170,", details"
5171,", farce"
5172,'s child
5173,several years
5174,a enjoy
5175,and entirely
5176,back from
5177,it put
5178,historically significant
5179,sense sixth
5180,experience to
5181,debut film
5182,as pathetic
5183,and genuine
5184,in over
5185,best friend
5186,his two
5187,brian de
5188,it there
5189,acted and
5190,a flat
5191,seats their
5192,behavior human
5193,serves up
5194,chelsea hotel
5195,for with
5196,absolutely no
5197,any by
5198,be just
5199,a niche
5200,a blind
5201,of soap
5202,talk to
5203,funny of
5204,h.g. wells
5205,adaptation screen
5206,arnold schwarzenegger
5207,down on
5208,horror the
5209,: for
5210,his off
5211,", going"
5212,gives you
5213,leads two
5214,a theatrical
5215,demonstrate to
5216,dry the
5217,and pretty
5218,deal the
5219,", polished"
5220,blast of
5221,expressions facial
5222,out run
5223,as awful
5224,about three
5225,old plain
5226,of teen
5227,", mask"
5228,day modern
5229,kong action
5230,boys sorority
5231,sexual the
5232,never should
5233,-rrb- that
5234,how they
5235,of political
5236,", folks"
5237,a scene
5238,speak to
5239,", hackneyed"
5240,having the
5241,bit more
5242,no way
5243,saturday matinee
5244,funny nor
5245,", irritating"
5246,and downs
5247,sun the
5248,blood the
5249,and minds
5250,big enough
5251,as hip
5252,coen brothers
5253,screen small
5254,of title
5255,1978 but
5256,as unpleasant
5257,many silly
5258,the performances
5259,study that
5260,in off
5261,. role
5262,decent of
5263,. point
5264,the characters
5265,. title
5266,a relationship
5267,", sexy"
5268,different from
5269,can enjoy
5270,changing lanes
5271,humanity the
5272,his message
5273,", lots"
5274,and last
5275,in relationships
5276,at you
5277,enough has
5278,at their
5279,of several
5280,-rrb- but
5281,", affair"
5282,like looking
5283,-- when
5284,flaws its
5285,guys two
5286,project witch
5287,alabama home
5288,", hope"
5289,crude humor
5290,and strangely
5291,escape to
5292,2 clause
5293,. do
5294,crime movie
5295,", ago"
5296,its star
5297,means no
5298,of regardless
5299,and middle
5300,goes nowhere
5301,beyond its
5302,and originality
5303,be too
5304,and drugs
5305,and utterly
5306,leaving the
5307,and pointless
5308,a touching
5309,find you
5310,the things
5311,'s woo
5312,enough quite
5313,'s definitely
5314,goes to
5315,from out
5316,a cartoon
5317,and dance
5318,", beauty"
5319,manhattan in
5320,minutes three
5321,into that
5322,good that
5323,. together
5324,and rude
5325,a deliver
5326,done well
5327,in praise
5328,. style
5329,be even
5330,check out
5331,caine michael
5332,cast in
5333,murder mystery
5334,and frustrating
5335,life than
5336,crystal and
5337,silly this
5338,", unpredictable"
5339,his through
5340,", preachy"
5341,", tiresome"
5342,compensate for
5343,put you
5344,a confusing
5345,", unimaginative"
5346,deniro robert
5347,by than
5348,and philosophical
5349,to years
5350,", different"
5351,'ve already
5352,. interesting
5353,love punch-drunk
5354,jason x
5355,cast supporting
5356,: film
5357,filmed the
5358,puts the
5359,in reel
5360,old years
5361,misses the
5362,-- far
5363,its running
5364,outcome the
5365,belly laughs
5366,of pitfalls
5367,and screenplay
5368,necessary to
5369,rather the
5370,-- life
5371,female friendship
5372,able being
5373,an get
5374,as ever
5375,and difficult
5376,be hard
5377,", laugh"
5378,'s finest
5379,any lacking
5380,characterization of
5381,and mood
5382,from gleaned
5383,danger of
5384,corner of
5385,is left
5386,down with
5387,comedy stand-up
5388,a problem
5389,hide to
5390,a completely
5391,everyone of
5392,and inviting
5393,be or
5394,forget to
5395,oscar wilde
5396,", coherent"
5397,biggest the
5398,depth in
5399,film own
5400,crime story
5401,to two
5402,anything be
5403,portray to
5404,about are
5405,appropriate more
5406,", creativity"
5407,", cleverness"
5408,'s howard
5409,find yourself
5410,barrels smoking
5411,a word
5412,from them
5413,to waiting
5414,into you
5415,harry potter
5416,j.k. rowling
5417,excellent performances
5418,as imaginative
5419,hot the
5420,. music
5421,", make"
5422,two young
5423,complexity the
5424,and memorable
5425,a refreshing
5426,about in
5427,wollter and
5428,it twice
5429,he or
5430,", green"
5431,it until
5432,as intelligent
5433,director who
5434,brother undercover
5435,previous two
5436,himself with
5437,and fascinating
5438,", stylized"
5439,an undeniable
5440,", bittersweet"
5441,another than
5442,of vein
5443,enter the
5444,'s screenwriter
5445,cover up
5446,", nonexistent"
5447,at work
5448,absurdity the
5449,focus to
5450,piano teacher
5451,age middle
5452,of process
5453,sustain the
5454,buy to
5455,", vapid"
5456,bother to
5457,for time
5458,director talented
5459,", inoffensive"
5460,depend on
5461,'s murphy
5462,a florid
5463,", mind-numbingly"
5464,obvious too
5465,", americans"
5466,music video
5467,project the
5468,begins with
5469,explore the
5470,the waste
5471,cheap the
5472,the upper
5473,main two
5474,issue of
5475,concession stand
5476,gosford park
5477,an becomes
5478,and development
5479,the trees
5480,are of
5481,'s classic
5482,convince us
5483,in stuck
5484,a psychological
5485,a gripping
5486,", flicks"
5487,", water"
5488,", semen"
5489,even those
5490,and business
5491,films most
5492,", close"
5493,reach to
5494,", perverted"
5495,", bradbury"
5496,good sense
5497,of success
5498,different something
5499,forces that
5500,at right
5501,'s chabrol
5502,peter director
5503,3000 theater
5504,", hopefully"
5505,and those
5506,freaks legged
5507,his sense
5508,culture that
5509,good things
5510,keeping the
5511,a touch
5512,100 minutes
5513,", view"
5514,creepy downright
5515,and empathy
5516,every on
5517,saw this
5518,mysteries of
5519,that those
5520,very well
5521,a if
5522,'s final
5523,comedy ensemble
5524,screenplay that
5525,", implausible"
5526,his trademark
5527,'s films
5528,gangster movie
5529,directed the
5530,real world
5531,as thought-provoking
5532,ends story
5533,. effects
5534,of understanding
5535,my read
5536,dead of
5537,movie terrible
5538,and artful
5539,", leaving"
5540,a definitely
5541,on screen
5542,. back
5543,context historical
5544,a ride
5545,", shapeless"
5546,'s rice
5547,and charismatic
5548,but only
5549,he shows
5550,screen with
5551,'s narrative
5552,joy to
5553,a typical
5554,french coming-of-age
5555,chaos the
5556,interesting some
5557,and skin
5558,not well
5559,been there
5560,mr. and
5561,in places
5562,", score"
5563,its wears
5564,'s club
5565,clever is
5566,'s queen
5567,and funnier
5568,and score
5569,-rrb- t
5570,sake the
5571,is point
5572,journey of
5573,and slight
5574,and impressive
5575,and produced
5576,sex with
